entry_id,contest_id,contest_name,entry_fee,P,C/1B,2B,3B,SS,OF,OF,OF,UTIL,"","Instructions"
"3672245601","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"3672245602","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"3672245604","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"3672245607","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","4) You can not use this form to create new entries"
"3672245609","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","",""
"3672245611","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
"","","","","","","","","","","","","","",127566-82627:JoJo Romero,127566-82627,P,JoJo,JoJo Romero,Romero,5.076923076923077,65,5500,TB@STL,STL,TB,,,,,,P
"","","","","","","","","","","","","","",127566-119494:Andrew Dalquist,127566-119494,P,Andrew,Andrew Dalquist,Dalquist,,0,5500,DET@SD,SD,DET,,,,,,P
"","","","","","","","","","","","","","",127566-119496:Matt Thompson,127566-119496,P,Matt,Matt Thompson,Thompson,,0,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-82639:Ryan Helsley,127566-82639,P,Ryan,Ryan Helsley,Helsley,5.017241379310345,58,5500,MIN@BAL,BAL,MIN,,,,,,P
"","","","","","","","","","","","","","",127566-228050:Nolan Hoffman,127566-228050,P,Nolan,Nolan Hoffman,Hoffman,0,1,5500,TEX@PHI,PHI,TEX,,,,,,P
"","","","","","","","","","","","","","",127566-82649:Hans Crouse,127566-82649,P,Hans,Hans Crouse,Crouse,7.12,25,5500,MIN@BAL,BAL,MIN,,,,,,P
"","","","","","","","","","","","","","",127566-228057:Jayvien Sandridge,127566-228057,P,Jayvien,Jayvien Sandridge,Sandridge,2,1,5500,LAA@HOU,LAA,HOU,,,,,,P
"","","","","","","","","","","","","","",127566-228060:Jack Little,127566-228060,P,Jack,Jack Little,Little,4.5,2,5500,DET@SD,DET,SD,,,,,,P
"","","","","","","","","","","","","","",127566-82656:Nate Pearson,127566-82656,P,Nate,Nate Pearson,Pearson,1.8181818181818181,11,5500,LAA@HOU,HOU,LAA,IL,Elbow,,,,P
"","","","","","","","","","","","","","",127566-240353:Griff McGarry,127566-240353,P,Griff,Griff McGarry,McGarry,,0,5500,TEX@PHI,PHI,TEX,,,,,,P
"","","","","","","","","","","","","","",127566-187105:Joe La Sorsa,127566-187105,P,Joe,Joe La Sorsa,La Sorsa,0.4,5,5500,PIT@NYM,PIT,NYM,,,,,,P
"","","","","","","","","","","","","","",127566-240352:Jedixson Paez,127566-240352,P,Jedixson,Jedixson Paez,Paez,,0,5500,CWS@MIL,CWS,MIL,,,,,0,P
"","","","","","","","","","","","","","",127566-187110:Ben Joyce,127566-187110,P,Ben,Ben Joyce,Joyce,2.6,5,5500,LAA@HOU,LAA,HOU,IL,Shoulder,,,,P
"","","","","","","","","","","","","","",127566-240359:Matt Pushard,127566-240359,P,Matt,Matt Pushard,Pushard,,0,5500,TB@STL,STL,TB,,,,,,P
"","","","","","","","","","","","","","",127566-240358:Ryan Watson,127566-240358,P,Ryan,Ryan Watson,Watson,,0,5500,BOS@CIN,BOS,CIN,,,,,,P
"","","","","","","","","","","","","","",127566-240357:Carter Baumler,127566-240357,P,Carter,Carter Baumler,Baumler,,0,5500,TEX@PHI,TEX,PHI,,,,,,P
"","","","","","","","","","","","","","",127566-240363:Alexander Alberto,127566-240363,P,Alexander,Alexander Alberto,Alberto,,0,5500,TB@STL,TB,STL,,,,,,P
"","","","","","","","","","","","","","",127566-228072:Jake Palisch,127566-228072,P,Jake,Jake Palisch,Palisch,-3,1,5500,CWS@MIL,CWS,MIL,,,,,0,P
"","","","","","","","","","","","","","",127566-187121:Grant Anderson,127566-187121,P,Grant,Grant Anderson,Anderson,5.617647058823529,68,5500,CWS@MIL,MIL,CWS,,,,,,P
"","","","","","","","","","","","","","",127566-201456:Chris Roycroft,127566-201456,P,Chris,Chris Roycroft,Roycroft,2.95,20,5500,TB@STL,STL,TB,,,,,,P
"","","","","","","","","","","","","","",127566-84727:Drew Smith,127566-84727,P,Drew,Drew Smith,Smith,5.7894736842105265,19,5500,WSH@CHC,WSH,CHC,,,,,,P
"","","","","","","","","","","","","","",127566-84732:Robert Stock,127566-84732,P,Robert,Robert Stock,Stock,1,2,5500,PIT@NYM,NYM,PIT,O,Shoulder,,,,P
"","","","","","","","","","","","","","",127566-154368:Vinny Nittoli,127566-154368,P,Vinny,Vinny Nittoli,Nittoli,6,9,5500,BOS@CIN,BOS,CIN,O,Elbow,,,,P
"","","","","","","","","","","","","","",127566-228101:Jonathan Pintaro,127566-228101,P,Jonathan,Jonathan Pintaro,Pintaro,-1,1,5500,PIT@NYM,NYM,PIT,,,,,,P
"","","","","","","","","","","","","","",127566-211737:Luis Guerrero,127566-211737,P,Luis,Luis Guerrero,Guerrero,4.461538461538462,13,5500,TB@STL,TB,STL,,,,,,P
"","","","","","","","","","","","","","",127566-199460:Jordan Leasure,127566-199460,P,Jordan,Jordan Leasure,Leasure,5.746268656716418,68,5500,CWS@MIL,CWS,MIL,,,,,0,P
"","","","","","","","","","","","","","",127566-135976:Bennett Sousa,127566-135976,P,Bennett,Bennett Sousa,Sousa,7.232558139534884,44,5500,LAA@HOU,HOU,LAA,IL,Oblique,,,,P
"","","","","","","","","","","","","","",127566-178997:Greg Weissert,127566-178997,P,Greg,Greg Weissert,Weissert,4.767123287671233,73,5500,BOS@CIN,BOS,CIN,,,,,,P
"","","","","","","","","","","","","","",127566-213816:Evan Sisk,127566-213816,P,Evan,Evan Sisk,Sisk,5.947368421052632,19,5500,PIT@NYM,PIT,NYM,,,,,,P
"","","","","","","","","","","","","","",127566-119622:Matt Allan,127566-119622,P,Matt,Matt Allan,Allan,,0,5500,PIT@NYM,NYM,PIT,,,,,,P
"","","","","","","","","","","","","","",127566-232267:David Sandlin,127566-232267,P,David,David Sandlin,Sandlin,,0,5500,CWS@MIL,CWS,MIL,O,Elbow,,,0,P
"","","","","","","","","","","","","","",127566-70482:J.B. Wendelken,127566-70482,P,J.B.,J.B. Wendelken,Wendelken,,0,5500,DET@SD,SD,DET,,,,,,P
"","","","","","","","","","","","","","",127566-11108:Aroldis Chapman,127566-11108,P,Aroldis,Aroldis Chapman,Chapman,6.768115942028985,69,5500,BOS@CIN,BOS,CIN,,,,,,P
"","","","","","","","","","","","","","",127566-68466:Steven Okert,127566-68466,P,Steven,Steven Okert,Okert,6.073529411764706,68,5500,LAA@HOU,HOU,LAA,,,,,,P
"","","","","","","","","","","","","","",127566-15225:Liam Hendriks,127566-15225,P,Liam,Liam Hendriks,Hendriks,3.357142857142857,14,5500,MIN@BAL,MIN,BAL,,,,,,P
"","","","","","","","","","","","","","",127566-68474:Josh Hader,127566-68474,P,Josh,Josh Hader,Hader,8.041666666666666,48,5500,LAA@HOU,HOU,LAA,IL,Biceps,,,,P
"","","","","","","","","","","","","","",127566-68476:Taylor Rogers,127566-68476,P,Taylor,Taylor Rogers,Rogers,5,58,5500,MIN@BAL,MIN,BAL,,,,,,P
"","","","","","","","","","","","","","",127566-68487:Tayron Guerrero,127566-68487,P,Tayron,Tayron Guerrero,Guerrero,,0,5500,BOS@CIN,BOS,CIN,,,,,,P
"","","","","","","","","","","","","","",127566-68490:Austin Voth,127566-68490,P,Austin,Austin Voth,Voth,4.661538461538462,68,5500,CWS@MIL,CWS,MIL,,,,,0,P
"","","","","","","","","","","","","","",127566-170889:Aneurys Zabala,127566-170889,P,Aneurys,Aneurys Zabala,Zabala,,0,5500,LAA@HOU,LAA,HOU,,,,,,P
"","","","","","","","","","","","","","",127566-23437:Brooks Raley,127566-23437,P,Brooks,Brooks Raley,Raley,4.966666666666667,30,5500,PIT@NYM,NYM,PIT,,,,,,P
"","","","","","","","","","","","","","",127566-82836:Julian Fernandez,127566-82836,P,Julian,Julian Fernandez,Fernandez,6.75,4,5500,WSH@CHC,WSH,CHC,,,,,,P
"","","","","","","","","","","","","","",127566-80801:Hoby Milner,127566-80801,P,Hoby,Hoby Milner,Milner,4.6716417910447765,73,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-68515:Sam Moll,127566-68515,P,Sam,Sam Moll,Moll,3.8260869565217392,23,5500,BOS@CIN,CIN,BOS,,,,,,P
"","","","","","","","","","","","","","",127566-39843:Burch Smith,127566-39843,P,Burch,Burch Smith,Smith,4.76,50,5500,DET@SD,DET,SD,,,,,,P
"","","","","","","","","","","","","","",127566-179118:Zack Kelly,127566-179118,P,Zack,Zack Kelly,Kelly,5.964285714285714,29,5500,BOS@CIN,BOS,CIN,,,,,,P
"","","","","","","","","","","","","","",127566-52141:Lucas Sims,127566-52141,P,Lucas,Lucas Sims,Sims,1.5625,18,5500,CWS@MIL,CWS,MIL,,,,,0,P
"","","","","","","","","","","","","","",127566-52143:Hunter Harvey,127566-52143,P,Hunter,Hunter Harvey,Harvey,5.916666666666667,12,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-52146:Carl Edwards Jr.,127566-52146,P,Carl,Carl Edwards Jr.,Edwards Jr.,6.75,4,5500,PIT@NYM,NYM,PIT,,,,,,P
"","","","","","","","","","","","","","",127566-52148:Pierce Johnson,127566-52148,P,Pierce,Pierce Johnson,Johnson,4.8,65,5500,BOS@CIN,CIN,BOS,,,,,,P
"","","","","","","","","","","","","","",127566-52152:Robert Stephenson,127566-52152,P,Robert,Robert Stephenson,Stephenson,5.7272727272727275,12,5500,LAA@HOU,LAA,HOU,IL,Elbow,,,,P
"","","","","","","","","","","","","","",127566-179129:Jeremiah Estrada,127566-179129,P,Jeremiah,Jeremiah Estrada,Estrada,6.333333333333333,79,5500,DET@SD,SD,DET,,,,,,P
"","","","","","","","","","","","","","",127566-68551:Tyler Beede,127566-68551,P,Tyler,Tyler Beede,Beede,4.846153846153846,13,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-68561:Luke Weaver,127566-68561,P,Luke,Luke Weaver,Weaver,5.2615384615384615,67,5500,PIT@NYM,NYM,PIT,,,,,,P
"","","","","","","","","","","","","","",127566-189393:Daniel Palencia,127566-189393,P,Daniel,Daniel Palencia,Palencia,5.810344827586207,60,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-156631:Charlie Barnes,127566-156631,P,Charlie,Charlie Barnes,Barnes,,0,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-193498:John McMillon,127566-193498,P,John,John McMillon,McMillon,9,10,5500,TEX@PHI,PHI,TEX,,,,,,P
"","","","","","","","","","","","","","",127566-213995:Luis Curvelo,127566-213995,P,Luis,Luis Curvelo,Curvelo,5.4375,17,5500,TEX@PHI,TEX,PHI,,,,,,P
"","","","","","","","","","","","","","",127566-68584:Tyler Jay,127566-68584,P,Tyler,Tyler Jay,Jay,5.8,5,5500,CWS@MIL,MIL,CWS,,,,,,P
"","","","","","","","","","","","","","",127566-82935:Trevor Richards,127566-82935,P,Trevor,Trevor Richards,Richards,4.25,5,5500,TEX@PHI,PHI,TEX,,,,,,P
"","","","","","","","","","","","","","",127566-13312:Ryan Brasier,127566-13312,P,Ryan,Ryan Brasier,Brasier,3.5357142857142856,28,5500,TEX@PHI,TEX,PHI,,,,,,P
"","","","","","","","","","","","","","",127566-226310:Jose Fermin,127566-226310,P,Jose,Jose Fermin,Fermin,4.794871794871795,40,5500,LAA@HOU,LAA,HOU,,,,,,P
"","","","","","","","","","","","","","",127566-168965:Tanner Banks,127566-168965,P,Tanner,Tanner Banks,Banks,5.014084507042254,71,5500,TEX@PHI,PHI,TEX,,,,,,P
"","","","","","","","","","","","","","",127566-68619:Matt Bowman,127566-68619,P,Matt,Matt Bowman,Bowman,4.052631578947368,20,5500,MIN@BAL,MIN,BAL,,,,,,P
"","","","","","","","","","","","","","",127566-82974:Tanner Rainey,127566-82974,P,Tanner,Tanner Rainey,Rainey,2.3636363636363638,13,5500,DET@SD,DET,SD,,,,,,P
"","","","","","","","","","","","","","",127566-82998:Lou Trivino,127566-82998,P,Lou,Lou Trivino,Trivino,4.446808510638298,47,5500,TEX@PHI,PHI,TEX,,,,,,P
"","","","","","","","","","","","","","",127566-212025:Zach Penrod,127566-212025,P,Zach,Zach Penrod,Penrod,3,7,5500,WSH@CHC,WSH,CHC,,,,,,P
"","","","","","","","","","","","","","",127566-240707:Tyler Bremner,127566-240707,P,Tyler,Tyler Bremner,Bremner,,0,5500,LAA@HOU,LAA,HOU,,,,,,P
"","","","","","","","","","","","","","",127566-11333:Craig Kimbrel,127566-11333,P,Craig,Craig Kimbrel,Kimbrel,5.571428571428571,14,5500,PIT@NYM,NYM,PIT,,,,,,P
"","","","","","","","","","","","","","",127566-240710:Liam Doyle,127566-240710,P,Liam,Liam Doyle,Doyle,,0,5500,TB@STL,STL,TB,,,,,,P
"","","","","","","","","","","","","","",127566-240708:Jaxon Wiggins,127566-240708,P,Jaxon,Jaxon Wiggins,Wiggins,,0,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-240714:Kyson Witherspoon,127566-240714,P,Kyson,Kyson Witherspoon,Witherspoon,,0,5500,BOS@CIN,BOS,CIN,,,,,,P
"","","","","","","","","","","","","","",127566-209997:Jack Neely,127566-209997,P,Jack,Jack Neely,Neely,3.5,6,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-203863:Gordon Graceffo,127566-203863,P,Gordon,Gordon Graceffo,Graceffo,6.8076923076923075,26,5500,TB@STL,STL,TB,,,,,,P
"","","","","","","","","","","","","","",127566-189528:Robert Garcia,127566-189528,P,Robert,Robert Garcia,Garcia,5.1,71,5500,TEX@PHI,TEX,PHI,,,,,,P
"","","","","","","","","","","","","","",127566-189529:Alek Jacob,127566-189529,P,Alek,Alek Jacob,Jacob,4.068965517241379,29,5500,DET@SD,SD,DET,,,,,,P
"","","","","","","","","","","","","","",127566-195682:Orion Kerkering,127566-195682,P,Orion,Orion Kerkering,Kerkering,5.183098591549296,73,5500,TEX@PHI,PHI,TEX,IL,Hamstring,,,,P
"","","","","","","","","","","","","","",127566-195681:Jose Espada,127566-195681,P,Jose,Jose Espada,Espada,21,1,5500,MIN@BAL,BAL,MIN,,,,,,P
"","","","","","","","","","","","","","",127566-226411:David Morgan,127566-226411,P,David,David Morgan,Morgan,6.463414634146342,42,5500,DET@SD,SD,DET,,,,,,P
"","","","","","","","","","","","","","",127566-83054:Justin Anderson,127566-83054,P,Justin,Justin Anderson,Anderson,4.796296296296297,56,5500,CWS@MIL,CWS,MIL,,,,,0,P
"","","","","","","","","","","","","","",127566-232563:Drew Sommers,127566-232563,P,Drew,Drew Sommers,Sommers,0,4,5500,DET@SD,DET,SD,,,,,,P
"","","","","","","","","","","","","","",127566-85108:Enyel De Los Santos,127566-85108,P,Enyel,Enyel De Los Santos,De Los Santos,5.225806451612903,65,5500,LAA@HOU,HOU,LAA,IL,Knee,,,,P
"","","","","","","","","","","","","","",127566-240767:Joel Valdez,127566-240767,P,Joel,Joel Valdez,Valdez,,0,5500,BOS@CIN,CIN,BOS,DTD,Shoulder,,,,P
"","","","","","","","","","","","","","",127566-13438:Drew Pomeranz,127566-13438,P,Drew,Drew Pomeranz,Pomeranz,5.317460317460317,63,5500,LAA@HOU,LAA,HOU,,,,,,P
"","","","","","","","","","","","","","",127566-54403:Trevor Gott,127566-54403,P,Trevor,Trevor Gott,Gott,0,1,5500,WSH@CHC,WSH,CHC,,,,,,P
"","","","","","","","","","","","","","",127566-187521:Joe Jacques,127566-187521,P,Joe,Joe Jacques,Jacques,3,2,5500,PIT@NYM,NYM,PIT,,,,,,P
"","","","","","","","","","","","","","",127566-232576:Zach Maxwell,127566-232576,P,Zach,Zach Maxwell,Maxwell,6.75,8,5500,BOS@CIN,CIN,BOS,,,,,,P
"","","","","","","","","","","","","","",127566-179339:Bryce Montes de Oca,127566-179339,P,Bryce,Bryce Montes de Oca,Montes de Oca,,0,5500,WSH@CHC,WSH,CHC,,,,,,P
"","","","","","","","","","","","","","",127566-83097:D.J. Snelten,127566-83097,P,D.J.,D.J. Snelten,Snelten,,0,5500,DET@SD,SD,DET,,,,,,P
"","","","","","","","","","","","","","",127566-81052:Andrew Kittredge,127566-81052,P,Andrew,Andrew Kittredge,Kittredge,5.593220338983051,59,5500,MIN@BAL,BAL,MIN,IL,Shoulder,,,,P
"","","","","","","","","","","","","","",127566-152733:Griffin Jax,127566-152733,P,Griffin,Griffin Jax,Jax,5.746478873239437,73,5500,TB@STL,TB,STL,,,,,,P
"","","","","","","","","","","","","","",127566-83158:Seranthony Dominguez,127566-83158,P,Seranthony,Seranthony Dominguez,Dominguez,5.6923076923076925,79,5500,CWS@MIL,CWS,MIL,,,,,0,P
"","","","","","","","","","","","","","",127566-38106:Kirby Yates,127566-38106,P,Kirby,Kirby Yates,Yates,4.833333333333333,50,5500,LAA@HOU,LAA,HOU,IL,Knee,,,,P
"","","","","","","","","","","","","","",127566-79066:Anthony Banda,127566-79066,P,Anthony,Anthony Banda,Banda,4.448717948717949,78,5500,MIN@BAL,MIN,BAL,,,,,,P
"","","","","","","","","","","","","","",127566-60640:Nick Burdi,127566-60640,P,Nick,Nick Burdi,Burdi,7.75,4,5500,PIT@NYM,NYM,PIT,,,,,,P
"","","","","","","","","","","","","","",127566-79072:Brad Keller,127566-79072,P,Brad,Brad Keller,Keller,6.013698630136986,73,5500,TEX@PHI,PHI,TEX,,,,,,P
"","","","","","","","","","","","","","",127566-83170:Thomas Pannone,127566-83170,P,Thomas,Thomas Pannone,Pannone,,0,5500,CWS@MIL,MIL,CWS,DTD,Forearm,,,,P
"","","","","","","","","","","","","","",127566-83172:Jonathan Hernandez,127566-83172,P,Jonathan,Jonathan Hernandez,Hernandez,6.448275862068965,29,5500,TEX@PHI,PHI,TEX,,,,,,P
"","","","","","","","","","","","","","",127566-136424:Jake Brentz,127566-136424,P,Jake,Jake Brentz,Brentz,0,1,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-79085:Keegan Akin,127566-79085,P,Keegan,Keegan Akin,Akin,5.158730158730159,64,5500,MIN@BAL,BAL,MIN,IL,Groin,,,,P
"","","","","","","","","","","","","","",127566-146670:Christian Roa,127566-146670,P,Christian,Christian Roa,Roa,9,2,5500,LAA@HOU,HOU,LAA,,,,,,P
"","","","","","","","","","","","","","",127566-83184:Julian Merryweather,127566-83184,P,Julian,Julian Merryweather,Merryweather,3.0952380952380953,21,5500,MIN@BAL,MIN,BAL,DTD,Hamstring,,,,P
"","","","","","","","","","","","","","",127566-79097:Bryan Hudson,127566-79097,P,Bryan,Bryan Hudson,Hudson,4.875,16,5500,PIT@NYM,NYM,PIT,,,,,,P
"","","","","","","","","","","","","","",127566-197887:Porter Hodge,127566-197887,P,Porter,Porter Hodge,Hodge,4.5,36,5500,WSH@CHC,CHC,WSH,IL,Elbow,,,,P
"","","","","","","","","","","","","","",127566-146684:Jared Kelley,127566-146684,P,Jared,Jared Kelley,Kelley,,0,5500,CWS@MIL,CWS,MIL,,,,,0,P
"","","","","","","","","","","","","","",127566-197884:Yoniel Curet,127566-197884,P,Yoniel,Yoniel Curet,Curet,0,1,5500,TEX@PHI,PHI,TEX,,,,,,P
"","","","","","","","","","","","","","",127566-197890:Marc Church,127566-197890,P,Marc,Marc Church,Church,4.6,5,5500,TEX@PHI,TEX,PHI,,,,,,P
"","","","","","","","","","","","","","",127566-146688:Alex Santos II,127566-146688,P,Alex,Alex Santos II,Santos II,,0,5500,LAA@HOU,HOU,LAA,,,,,,P
"","","","","","","","","","","","","","",127566-197888:Bailey Horn,127566-197888,P,Bailey,Bailey Horn,Horn,5.8,10,5500,DET@SD,DET,SD,IL,Elbow,,,,P
"","","","","","","","","","","","","","",127566-21764:Caleb Thielbar,127566-21764,P,Caleb,Caleb Thielbar,Thielbar,4.652777777777778,72,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-85255:Shaun Anderson,127566-85255,P,Shaun,Shaun Anderson,Anderson,4.857142857142857,7,5500,LAA@HOU,LAA,HOU,,,,,,P
"","","","","","","","","","","","","","",127566-72971:Ben Heller,127566-72971,P,Ben,Ben Heller,Heller,4.5,8,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-146702:Cole Sands,127566-146702,P,Cole,Cole Sands,Sands,4.695652173913044,69,5500,MIN@BAL,MIN,BAL,,,,,,P
"","","","","","","","","","","","","","",127566-79116:Riley Pint,127566-79116,P,Riley,Riley Pint,Pint,1.75,4,5500,DET@SD,SD,DET,,,,,,P
"","","","","","","","","","","","","","",127566-197900:Luis Perales,127566-197900,P,Luis,Luis Perales,Perales,0,2,5500,WSH@CHC,WSH,CHC,,,,,,P
"","","","","","","","","","","","","","",127566-146706:Robert Dominguez,127566-146706,P,Robert,Robert Dominguez,Dominguez,,0,5500,PIT@NYM,NYM,PIT,,,,,,P
"","","","","","","","","","","","","","",127566-187669:Ty Adcock,127566-187669,P,Ty,Ty Adcock,Adcock,7,3,5500,DET@SD,SD,DET,,,,,,P
"","","","","","","","","","","","","","",127566-197919:Jairo Iriarte,127566-197919,P,Jairo,Jairo Iriarte,Iriarte,5.5,6,5500,CWS@MIL,CWS,MIL,,,,,0,P
"","","","","","","","","","","","","","",127566-79135:Beau Burrows,127566-79135,P,Beau,Beau Burrows,Burrows,,0,5500,PIT@NYM,PIT,NYM,,,,,,P
"","","","","","","","","","","","","","",127566-197916:Anthony Maldonado,127566-197916,P,Anthony,Anthony Maldonado,Maldonado,2.5,6,5500,LAA@HOU,HOU,LAA,,,,,,P
"","","","","","","","","","","","","","",127566-179490:Cole Waites,127566-179490,P,Cole,Cole Waites,Waites,,0,5500,DET@SD,DET,SD,,,,,,P
"","","","","","","","","","","","","","",127566-83232:Jason Adam,127566-83232,P,Jason,Jason Adam,Adam,6.338461538461538,65,5500,DET@SD,SD,DET,IL,Quadriceps,,,,P
"","","","","","","","","","","","","","",127566-146723:Eddy Yean,127566-146723,P,Eddy,Eddy Yean,Yean,,0,5500,WSH@CHC,WSH,CHC,,,,,,P
"","","","","","","","","","","","","","",127566-85286:Ian Gibaut,127566-85286,P,Ian,Ian Gibaut,Gibaut,3.28,25,5500,BOS@CIN,CIN,BOS,,,,,,P
"","","","","","","","","","","","","","",127566-79144:Scott Blewett,127566-79144,P,Scott,Scott Blewett,Blewett,6.730769230769231,26,5500,TB@STL,STL,TB,,,,,,P
"","","","","","","","","","","","","","",127566-146728:Connor Phillips,127566-146728,P,Connor,Connor Phillips,Phillips,8.045454545454545,22,5500,BOS@CIN,CIN,BOS,,,,,,P
"","","","","","","","","","","","","","",127566-232744:Jayden Murray,127566-232744,P,Jayden,Jayden Murray,Murray,5.888888888888889,9,5500,LAA@HOU,HOU,LAA,,,,,,P
"","","","","","","","","","","","","","",127566-79148:A.J. Puckett,127566-79148,P,A.J.,A.J. Puckett,Puckett,,0,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-79150:Josh Staumont,127566-79150,P,Josh,Josh Staumont,Staumont,4.12,25,5500,BOS@CIN,CIN,BOS,DTD,Undisclosed,,,,P
"","","","","","","","","","","","","","",127566-146737:Cole Henry,127566-146737,P,Cole,Cole Henry,Henry,4.454545454545454,57,5500,WSH@CHC,WSH,CHC,,,,,,P
"","","","","","","","","","","","","","",127566-185662:Sammy Peralta,127566-185662,P,Sammy,Sammy Peralta,Peralta,5.8,5,5500,CWS@MIL,MIL,CWS,,,,,,P
"","","","","","","","","","","","","","",127566-238911:Jake Bennett,127566-238911,P,Jake,Jake Bennett,Bennett,,0,5500,BOS@CIN,BOS,CIN,,,,,,P
"","","","","","","","","","","","","","",127566-238909:Riley Cornelio,127566-238909,P,Riley,Riley Cornelio,Cornelio,,0,5500,WSH@CHC,WSH,CHC,,,,,,P
"","","","","","","","","","","","","","",127566-79171:Phil Bickford,127566-79171,P,Phil,Phil Bickford,Bickford,2.375,8,5500,DET@SD,DET,SD,DTD,Triceps,,,,P
"","","","","","","","","","","","","","",127566-238913:Duncan Davitt,127566-238913,P,Duncan,Duncan Davitt,Davitt,,0,5500,CWS@MIL,CWS,MIL,,,,,0,P
"","","","","","","","","","","","","","",127566-228678:Sam Benschoter,127566-228678,P,Sam,Sam Benschoter,Benschoter,,0,5500,BOS@CIN,CIN,BOS,,,,,,P
"","","","","","","","","","","","","","",127566-181583:Prelander Berroa,127566-181583,P,Prelander,Prelander Berroa,Berroa,7.0588235294117645,17,5500,CWS@MIL,CWS,MIL,IL,Elbow,,,0,P
"","","","","","","","","","","","","","",127566-197975:Cooper Hjerpe,127566-197975,P,Cooper,Cooper Hjerpe,Hjerpe,,0,5500,TB@STL,STL,TB,O,Elbow,,,,P
"","","","","","","","","","","","","","",127566-204119:Jacob Bosiokovic,127566-204119,P,Jacob,Jacob Bosiokovic,Bosiokovic,,0,5500,MIN@BAL,MIN,BAL,,,,,,P
"","","","","","","","","","","","","","",127566-21846:Chris Devenski,127566-21846,P,Chris,Chris Devenski,Devenski,6.153846153846154,13,5500,PIT@NYM,PIT,NYM,O,Head,,,,P
"","","","","","","","","","","","","","",127566-79196:Albert Abreu,127566-79196,P,Albert,Albert Abreu,Abreu,,0,5500,BOS@CIN,CIN,BOS,,,,,,P
"","","","","","","","","","","","","","",127566-232804:Cody Laweryson,127566-232804,P,Cody,Cody Laweryson,Laweryson,8.2,5,5500,MIN@BAL,MIN,BAL,,,,,,P
"","","","","","","","","","","","","","",127566-38251:Hunter Strickland,127566-38251,P,Hunter,Hunter Strickland,Strickland,4.7368421052631575,19,5500,LAA@HOU,LAA,HOU,,,,,,P
